slide_id,process,status,seg_level,sthresh,mthresh,close,use_otsu,keep_ids,exclude_ids,a_t,a_h,max_n_holes,vis_level,line_thickness,use_padding,contour_fn
normal_055.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
normal_056.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
normal_057.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
normal_058.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
normal_059.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
normal_060.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
normal_061.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
normal_062.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
normal_063.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
normal_064.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
normal_065.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
normal_066.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
normal_067.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
normal_068.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
normal_069.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
normal_070.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
normal_071.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
normal_072.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
normal_073.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
normal_074.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
normal_075.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
normal_076.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
normal_077.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
normal_078.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
normal_079.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
normal_080.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
normal_081.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
normal_082.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
normal_083.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
normal_084.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
normal_085.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
normal_087.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
normal_088.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
normal_089.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
normal_090.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
normal_091.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
normal_092.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
normal_093.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
normal_094.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
normal_095.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
normal_096.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
normal_097.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
normal_098.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
normal_099.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
normal_100.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
normal_101.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
normal_102.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
normal_103.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
normal_104.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
normal_105.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
normal_106.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
normal_107.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
normal_108.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
normal_109.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
normal_110.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
normal_111.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
normal_112.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
normal_113.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
normal_114.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
normal_115.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
normal_116.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
normal_117.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
normal_118.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
normal_119.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
normal_120.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
normal_121.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
normal_122.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
normal_123.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
normal_124.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
normal_125.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
normal_126.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
normal_127.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
normal_128.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
normal_129.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
normal_130.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
normal_131.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
normal_132.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
normal_133.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
normal_134.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
normal_135.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
normal_136.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
normal_137.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
normal_138.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
normal_139.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
normal_140.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
normal_141.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
normal_142.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
normal_143.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
normal_144.tif,0,processed,5,8,7,4,False,none,none,100.0,16.0,8,5,250,True,four_pt
normal_145.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
normal_146.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
normal_147.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
normal_148.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
normal_149.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
normal_150.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
normal_151.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
normal_152.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
normal_153.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
normal_154.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
normal_155.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
normal_156.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
normal_157.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
normal_158.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
normal_159.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
normal_160.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_001.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_002.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_003.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_004.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_005.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_006.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_007.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_008.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_009.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_010.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_011.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_012.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_013.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_014.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_015.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_016.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_017.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_018.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_019.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_020.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_021.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_022.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_023.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_024.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_025.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_026.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_027.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_028.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_029.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_030.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_031.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_032.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_033.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_034.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_035.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_036.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_037.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_038.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_039.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_040.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_041.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_042.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_043.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_044.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_045.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_046.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_047.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_048.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_050.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_051.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_052.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_053.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_054.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_055.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_056.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_057.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_058.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_059.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_060.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_061.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_062.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_063.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_064.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_065.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_066.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_067.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_068.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_069.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_070.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_071.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_072.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_073.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_074.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_075.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_076.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_077.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_078.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_079.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_080.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_081.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_082.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_083.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_084.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_085.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_086.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_087.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_088.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_089.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_090.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_091.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_092.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_093.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_094.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_095.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_096.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_097.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_098.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_099.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_100.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_101.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_102.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_103.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_104.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_105.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_106.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_107.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_108.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_109.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_110.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_111.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_112.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_113.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_114.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_115.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_116.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_117.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_118.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_119.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_120.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_121.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_122.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_123.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_124.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_125.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_126.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_127.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_128.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_129.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
test_130.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
tumor_001.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
tumor_002.tif,0,processed,6,8,7,4,False,none,none,100.0,16.0,8,6,250,True,four_pt
